Datetime
1945-03-28 18:44:24
1945-04-27 12:32:42
1945-05-27 04:48:48
1945-06-25 18:07:54
1945-07-25 05:25:30
1945-08-23 15:02:54
1945-09-21 23:45:36
1945-10-21 07:31:42
1945-11-19 16:12:48
1945-12-19 03:17:24
1946-01-17 15:46:30
1946-02-16 05:27:48
1946-03-17 20:11:00
1946-04-16 12:47:00
1946-05-16 04:52:30
1946-06-14 20:41:36
1946-07-14 11:22:36
1946-08-13 00:25:48
1946-09-11 11:59:24
1946-10-10 21:40:24
1946-11-09 08:10:12
1946-12-08 18:52:00
1947-01-07 05:46:42
1947-02-05 16:50:24
1947-03-07 04:15:06
1947-04-05 16:28:18
1947-05-05 06:53:12
1947-06-03 22:26:42
1947-07-03 12:38:30
1947-08-02 03:49:54
1947-08-31 18:34:00
1947-09-30 08:40:48
1947-10-29 21:06:48
1947-11-28 09:45:12
1947-12-27 21:26:54
1948-01-26 08:11:24
1948-02-24 18:15:36
1948-03-25 04:10:06
1948-04-23 15:28:18
1948-05-23 02:37:00
1948-06-21 14:54:00
1948-07-21 04:31:00
1948-08-19 19:31:42
1948-09-18 11:42:48
1948-10-18 03:23:24
1948-11-16 19:31:24
1948-12-16 10:10:54
1949-01-14 22:59:30
1949-02-13 10:08:12
1949-03-14 20:02:48
1949-04-13 06:08:24
1949-05-12 14:50:48
1949-06-10 23:45:12
1949-07-10 09:41:06
1949-08-08 21:33:12
1949-09-07 11:59:18
1949-10-07 03:52:36
1949-11-05 22:09:00
1949-12-05 16:13:30
1950-01-04 08:47:48
1950-02-02 23:16:06
1950-03-04 11:33:48
1950-04-02 21:48:48
1950-05-02 06:19:30
1950-05-31 13:43:00
1950-06-29 20:58:06
1950-07-29 05:17:36
1950-08-27 15:50:54
1950-09-26 05:21:24
1950-10-25 21:46:24
1950-11-24 16:14:06
1950-12-24 11:22:54
1951-01-23 05:47:00
1951-02-21 22:12:12
1951-03-23 11:49:48
1951-04-21 22:29:54
1951-05-21 06:44:42
1951-06-19 13:35:54
1951-07-18 20:17:24
1951-08-17 03:59:24
1951-09-15 13:38:24
1951-10-15 01:50:54
1951-11-13 16:52:06
1951-12-13 10:30:24
1952-01-12 05:55:00
1952-02-11 01:28:12
1952-03-11 19:13:54
1952-04-10 09:53:12
1952-05-09 21:15:48
1952-06-08 06:06:54
1952-07-07 13:33:30
1952-08-05 20:40:00
1952-09-04 04:19:18
1952-10-03 13:15:12
1952-11-02 00:09:42
1952-12-01 13:41:24
1952-12-31 06:05:36
1953-01-30 00:44:12
1953-02-28 19:58:42
1953-03-30 13:54:54
1953-04-29 05:20:24
1953-05-28 18:02:54
1953-06-27 04:29:18
1953-07-26 13:20:36
1953-08-24 21:20:42
1953-09-23 05:15:36
1953-10-22 13:55:42
1953-11-21 00:12:06
1953-12-20 12:43:30
1954-01-19 03:36:48
1954-02-17 20:17:18
1954-03-19 13:42:24
1954-04-18 06:48:30
1954-05-17 22:46:54
1954-06-16 13:05:42
1954-07-16 01:29:00
1954-08-14 12:03:00
1954-09-12 21:19:24
1954-10-12 06:09:48
1954-11-10 15:29:06
1954-12-10 01:56:36
1955-01-08 13:44:06
1955-02-07 02:42:42
1955-03-08 16:41:12
1955-04-07 07:34:48
1955-05-06 23:14:00
1955-06-05 15:08:24
1955-07-05 06:28:36
1955-08-03 20:30:06
1955-09-02 08:59:18
1955-10-01 20:17:24
1955-10-31 07:03:48
1955-11-29 17:49:48
1955-12-29 04:43:54
1956-01-27 15:40:18
1956-02-26 02:41:36
1956-03-26 14:11:06
1956-04-25 02:40:30
1956-05-24 16:25:48
1956-06-23 07:13:30
1956-07-22 22:29:00
1956-08-21 13:37:48
1956-09-20 04:19:24
1956-10-19 18:24:36
1956-11-18 07:44:36
1956-12-17 20:06:18
1957-01-16 07:21:24
1957-02-14 17:37:48
1957-03-16 03:21:48
1957-04-14 13:09:18
1957-05-13 23:34:18
1957-06-12 11:01:54
1957-07-11 23:49:42
1957-08-10 14:08:12
1957-09-09 05:55:06
1957-10-08 22:42:12
1957-11-07 15:32:00
1957-12-07 07:15:54
1958-01-05 21:08:48
1958-02-04 09:05:30
1958-03-05 19:27:54
1958-04-04 04:44:48
1958-05-03 13:23:18
1958-06-01 21:55:06
1958-07-01 07:04:30
1958-07-30 17:46:48
1958-08-29 06:53:24
1958-09-27 22:43:42
1958-10-27 16:41:00
1958-11-26 11:16:42
1958-12-26 04:54:06
1959-01-24 20:32:30
1959-02-23 09:53:48
1959-03-24 21:02:24
1959-04-23 06:13:18
1959-05-22 13:55:48
1959-06-20 20:59:42
1959-07-20 04:33:12
1959-08-18 13:50:30
1959-09-17 01:51:36
1959-10-16 16:58:30
1959-11-15 10:41:48
1959-12-15 05:48:48
1960-01-14 00:50:36
1960-02-12 18:23:54
1960-03-13 09:25:48
1960-04-11 21:27:18
1960-05-11 06:42:18
1960-06-09 14:01:48
1960-07-08 20:36:36
1960-08-07 03:40:54
1960-09-05 12:18:42
1960-10-04 23:16:06
1960-11-03 12:57:36
1960-12-03 05:24:24
1961-01-02 00:05:54
1961-01-31 19:46:42
1961-03-02 14:34:36
1961-04-01 06:47:06
1961-04-30 19:40:30
1961-05-30 05:37:00
1961-06-28 13:37:30
1961-07-27 20:50:06
1961-08-26 04:13:18
1961-09-24 12:33:24
1961-10-23 22:30:30
1961-11-22 10:43:42
1961-12-22 01:41:48
1962-01-20 19:16:18
1962-02-19 14:17:54
1962-03-21 08:55:24
1962-04-20 01:33:18
1962-05-19 15:31:48
1962-06-18 03:02:12
1962-07-17 12:40:30
1962-08-15 21:09:12
1962-09-14 05:11:18
1962-10-13 13:32:54
1962-11-11 23:03:24
1962-12-11 10:27:24
1963-01-10 00:08:06
1963-02-08 15:51:36
1963-03-10 08:48:36
1963-04-09 01:56:42
1963-05-08 18:23:12
1963-06-07 09:30:36
1963-07-06 22:55:24
1963-08-05 10:30:48
1963-09-03 20:33:30
1963-10-03 05:43:54
1963-11-01 14:55:12
1963-12-01 00:54:00
1963-12-30 12:03:48
1964-01-29 00:22:42
1964-02-27 13:39:12
1964-03-28 03:48:18
1964-04-26 18:49:30
1964-05-26 10:28:48
1964-06-25 02:08:00
1964-07-24 16:57:48
1964-08-23 06:24:54
1964-09-21 18:30:42
1964-10-21 05:45:00
1964-11-19 16:42:42
1964-12-19 03:41:12
1965-01-17 14:37:18
1965-02-16 01:26:36
1965-03-17 12:23:48
1965-04-16 00:02:06
1965-05-15 12:51:54
1965-06-14 02:59:18
1965-07-13 18:01:24
1965-08-12 09:22:06
1965-09-11 00:31:54
1965-10-10 15:13:36
1965-11-09 05:15:12
1965-12-08 18:21:06
1966-01-07 06:16:06
1966-02-05 16:57:54
1966-03-07 02:45:12
1966-04-05 12:13:06
1966-05-04 22:00:30
1966-06-03 08:40:12
1966-07-02 20:36:18
1966-08-01 10:05:12
1966-08-31 01:13:36
1966-09-29 17:47:18
1966-10-29 11:00:00
1966-11-28 03:40:24
1966-12-27 18:43:06
1967-01-26 07:40:24
1967-02-24 18:43:18
1967-03-26 04:20:48
1967-04-24 13:03:24
1967-05-23 21:22:18
1967-06-22 05:56:48
1967-07-21 15:39:06
1967-08-20 03:26:42
1967-09-18 17:59:24
1967-10-18 11:10:48
1967-11-17 05:52:30
1967-12-17 00:21:18
1968-01-15 17:11:12
1968-02-14 07:42:54
1968-03-14 19:52:18
1968-04-13 05:51:42
1968-05-12 14:04:48
1968-06-10 21:13:00
1968-07-10 04:17:36
1968-08-08 12:32:18
1968-09-06 23:07:12
1968-10-06 12:46:06
1968-11-05 05:24:36
1968-12-05 00:07:18
1969-01-03 19:27:36
1969-02-02 13:55:48
1969-03-04 06:17:00
1969-04-02 19:44:54
1969-05-02 06:13:24
1969-05-31 14:18:12
1969-06-29 21:03:42
1969-07-29 03:45:00
1969-08-27 11:32:24
1969-09-25 21:20:48
1969-10-25 09:44:12
1969-11-24 00:53:42
1969-12-23 18:34:54
1970-01-22 13:55:18
1970-02-21 09:18:42
1970-03-23 02:52:24
1970-04-21 17:21:18
1970-05-21 04:37:36
1970-06-19 13:27:24
1970-07-18 20:58:30
1970-08-17 04:15:18
1970-09-15 12:09:24
1970-10-14 21:21:12
1970-11-13 08:27:54
1970-12-12 22:03:18
1971-01-11 14:20:18
1971-02-10 08:41:24
1971-03-12 03:33:36
1971-04-10 21:10:00
1971-05-10 12:23:30
1971-06-09 01:03:36
1971-07-08 11:36:36
1971-08-06 20:42:18
1971-09-05 05:02:24
1971-10-04 13:19:30
1971-11-02 22:19:24
1971-12-02 08:48:06
1971-12-31 21:19:30
1972-01-30 11:58:12
1972-02-29 04:11:54
1972-03-29 21:05:30
1972-04-28 13:44:30
1972-05-28 05:27:36
1972-06-26 19:46:12
1972-07-26 08:23:30
1972-08-24 19:21:42
1972-09-23 05:06:42
1972-10-22 14:25:00
1972-11-21 00:06:30
1972-12-20 10:45:06
1973-01-18 22:28:24
1973-02-17 11:07:00
1973-03-19 00:33:24
1973-04-17 14:50:30
1973-05-17 05:58:00
1973-06-15 21:34:36
1973-07-15 12:55:54
1973-08-14 03:16:30
1973-09-12 16:16:18
1973-10-12 04:09:00
1973-11-10 15:26:42
1973-12-10 02:34:36
1974-01-08 13:36:18
1974-02-07 00:24:12
1974-03-08 11:02:54
1974-04-06 22:00:18
1974-05-06 09:54:30
1974-06-04 23:09:36
1974-07-04 13:40:18
1974-08-03 04:57:00
1974-09-01 20:24:48
1974-10-01 11:37:54
1974-10-31 02:19:00
1974-11-29 16:10:06
1974-12-29 04:50:48
1975-01-27 16:09:24
1975-02-26 02:14:30
1975-03-27 11:36:00
1975-04-25 20:54:54
1975-05-25 06:50:36
1975-06-23 17:54:12
1975-07-23 06:28:24
1975-08-21 20:47:36
1975-09-20 12:50:24
1975-10-20 06:05:42
1975-11-18 23:28:12
1975-12-18 15:39:30
1976-01-17 05:46:54
1976-02-15 17:43:18
1976-03-16 03:52:42
1976-04-14 12:48:42
1976-05-13 21:04:00
1976-06-12 05:15:00
1976-07-11 14:08:54
1976-08-10 00:43:30
1976-09-08 13:52:00
1976-10-08 05:55:24
1976-11-07 00:14:36
1976-12-06 19:14:30
1977-01-05 13:10:24
1977-02-04 04:56:12
1977-03-05 18:13:12
1977-04-04 05:08:54
1977-05-03 14:03:24
1977-06-01 21:30:54
1977-07-01 04:24:00
1977-07-30 11:52:12
1977-08-28 21:10:00
1977-09-27 09:17:24
1977-10-27 00:35:24
1977-11-25 18:31:24
1977-12-25 13:49:00
1978-01-24 08:55:30
1978-02-23 02:26:18
1978-03-24 17:20:00
1978-04-23 05:11:00
1978-05-22 14:16:42
1978-06-20 21:30:30
1978-07-20 04:04:48
1978-08-18 11:14:00
1978-09-16 20:01:06
1978-10-16 07:09:30
1978-11-14 21:00:06
1978-12-14 13:30:36
1979-01-13 08:08:36
1979-02-12 03:39:24
1979-03-13 22:14:18
1979-04-12 14:15:00
1979-05-12 03:00:54
1979-06-10 12:55:18
1979-07-09 20:59:18
1979-08-08 04:21:06
1979-09-06 11:58:36
1979-10-05 20:35:18
1979-11-04 06:47:06
1979-12-03 19:07:42
1980-01-02 10:02:06
1980-02-01 03:21:12
1980-03-01 21:59:42
1980-03-31 16:13:54
1980-04-30 09:35:18
1980-05-29 23:27:36
1980-06-28 11:02:06
1980-07-27 20:53:36
1980-08-26 05:42:12
1980-09-24 14:07:42
1980-10-23 21:51:54
1980-11-22 07:38:54
1980-12-21 19:08:00
1981-01-20 08:39:00
1981-02-18 23:58:12
1981-03-20 16:22:30
1981-04-19 09:58:54
1981-05-19 02:03:36
1981-06-17 17:04:30
1981-07-17 06:38:48
1981-08-15 18:36:36
1981-09-14 05:08:42
1981-10-13 13:49:24
1981-11-11 23:26:30
1981-12-11 09:41:24
1982-01-09 20:52:48
1982-02-08 08:57:06
1982-03-09 21:45:06
1982-04-08 12:18:18
1982-05-08 02:44:42
1982-06-06 17:59:24
1982-07-06 09:31:36
1982-08-05 00:33:48
1982-09-03 14:28:12
1982-10-03 02:08:30
1982-11-01 13:56:42
1982-12-01 01:20:42
1982-12-30 12:32:36
1983-01-28 23:26:18
1983-02-27 09:58:06
1983-03-28 21:26:42
1983-04-27 08:30:42
1983-05-26 20:47:42
1983-06-25 10:31:48
1983-07-25 01:26:54
1983-08-23 16:59:18
1983-09-22 08:36:12
1983-10-21 22:53:18
1983-11-20 13:29:24
1983-12-20 03:00:18
1984-01-18 15:05:12
1984-02-17 01:41:06
1984-03-17 11:09:42
1984-04-15 21:10:48
1984-05-15 06:28:36
1984-06-13 16:41:48
1984-07-13 04:19:42
1984-08-11 17:43:12
1984-09-10 09:01:00
1984-10-10 00:58:06
1984-11-08 18:42:36
1984-12-08 11:53:24
1985-01-07 03:16:06
1985-02-05 16:18:48
1985-03-07 03:13:06
1985-04-05 13:32:24
1985-05-04 21:52:48
1985-06-03 05:50:24
1985-07-02 14:08:18
1985-07-31 23:40:54
1985-08-30 11:27:12
1985-09-29 02:08:30
1985-10-28 18:37:30
1985-11-27 13:41:42
1985-12-27 08:30:18
1986-01-26 01:31:00
1986-02-24 16:02:12
1986-03-26 04:01:48
1986-04-24 14:46:24
1986-05-23 22:44:42
1986-06-22 05:41:48
1986-07-21 12:40:12
1986-08-19 20:54:12
1986-09-18 07:33:42
1986-10-17 20:21:36
1986-11-16 13:11:36
1986-12-16 08:04:24
